,t(ms),V(mV) Spine Head - M,V(mV) Spine Head - lb,V(mV) Spine Head - ub,V(mV) Dendritic shaft - M,V(mV) Dendritic shaft - lb,V(mV) Dendritic shaft - ub,V(mV) Soma - M,V(mV) Soma - lb,V(mV) Soma - ub
79,-116.05,-69.99974301854922,-69.99986697861522,-69.99957349748081,-69.99989651234982,-69.99994633282176,-69.99979043485067,-69.99998199917827,-69.9999920832943,-69.9999617933646
80,-116.0,-69.99974236654855,-69.99986667677166,-69.9995729277935,-69.99989603791,-69.99994608605627,-69.99978932559951,-69.99998181723882,-69.99999201240423,-69.9999613629563
81,-115.95,-69.99974172090192,-69.99986636902948,-69.99957236436023,-69.9998954388751,-69.99994586753321,-69.99978830548334,-69.99998157291755,-69.9999919423474,-69.99996093662706
82,-115.9,-69.99974096216168,-69.99986599318225,-69.99957180705766,-69.99989484575808,-69.99994565177026,-69.99978729630891,-69.99998138646812,-69.99999187310839,-69.99996051432423
83,-115.85,-69.99973977890757,-69.99986562118775,-69.99957001914497,-69.99989425847399,-69.99994539897256,-69.99978629787051,-69.99998116127351,-69.9999917782123,-69.99996017490685
84,-115.8,-69.999738607113,-69.99986525298179,-69.99956767955653,-69.9998937056017,-69.9999451199173,-69.99978530997033,-69.9999809883213,-69.99999165697822,-69.99995983957542
85,-115.75,-69.99973763446431,-69.99986488850253,-69.99956536287635,-69.99989315763438,-69.99994488510106,-69.99978433241809,-69.99998081718313,-69.99999153633846,-69.99995950804582
86,-115.7,-69.9997372742571,-69.99986452769032,-69.99956375625902,-69.99989265975127,-69.99994465276207,-69.99978336503054,-69.99998064782912,-69.99999144441388,-69.99995918980802
87,-115.65,-69.99973677656494,-69.99986417048763,-69.99956269686045,-69.99989216682266,-69.99994442285622,-69.99978240763113,-69.99998039542997,-69.99999136055575,-69.9999588561152
88,-115.6,-69.99973598253591,-69.99986381683887,-69.99956181305514,-69.99989167877335,-69.99994419534099,-69.99978146004963,-69.99998022423223,-69.99999124911263,-69.99995853557891
89,-115.55,-69.99973555013364,-69.99986346669031,-69.99956103255573,-69.99989119553058,-69.9999439701753,-69.99978052212172,-69.99998005653276,-69.99999114577857,-69.9999582185739
90,-115.5,-69.99973480694612,-69.99986311999,-69.99956026029521,-69.99989071702396,-69.99994374731946,-69.99977930397678,-69.99997989051842,-69.99999102816462,-69.99995793527332
91,-115.45,-69.99973389028955,-69.99986277668759,-69.99955949612855,-69.99989024318533,-69.99994352673515,-69.99977827322856,-69.99997972616183,-69.99999093288501,-69.99995759490096
92,-115.4,-69.99973298234174,-69.99986243673435,-69.99955873991557,-69.9998897739486,-69.99994330838526,-69.99977745036661,-69.99997949583091,-69.99999082604384,-69.99995728810782
93,-115.35,-69.99973208300325,-69.99986210008299,-69.99955794099705,-69.99988930924965,-69.99994309223385,-69.99977663596637,-69.99997930272535,-69.99999071985569,-69.99995698459549
94,-115.3,-69.99973119217663,-69.99986176668764,-69.99955657055521,-69.99988884902626,-69.99994287824617,-69.9997758298871,-69.999979190924,-69.99999061130855,-69.99995668430444
95,-115.25,-69.99973030976632,-69.99986143650374,-69.99955521319876,-69.99988839321799,-69.9999426663885,-69.9997750319924,-69.99997897669684,-69.99999049715021,-69.99995638717638
96,-115.2,-69.9997294356786,-69.99986098968483,-69.99955386875948,-69.99988791301253,-69.99994244716615,-69.99977421423566,-69.99997868971809,-69.99999038359506,-69.99995609315424
97,-115.15,-69.99972863292648,-69.99986050861143,-69.99955264297098,-69.99988726028,-69.99994224706187,-69.99977334823814,-69.99997849916096,-69.999990275143,-69.9999558021821
98,-115.1,-69.99972786128887,-69.99986003206527,-69.99955168924785,-69.99988661387444,-69.99994204327335,-69.99977249063609,-69.9999783563989,-69.99999017013073,-69.99995551420525
99,-115.05,-69.99972709699955,-69.99985955999298,-69.99955074451584,-69.99988597372953,-69.99994181007952,-69.99977164130992,-69.99997821507101,-69.99999006575409,-69.99995522917014
100,-115.0,-69.9997263399627,-69.99985909234238,-69.99954980867956,-69.99988533977978,-69.99994153707976,-69.9997708001433,-69.99997807515226,-69.99998994857005,-69.99995494702436
101,-114.95,-69.99972559008495,-69.99985870491132,-69.99954805310652,-69.9998848675167,-69.99994127138345,-69.99976996702304,-69.99997785182028,-69.99998982490285,-69.99995453277731
102,-114.9,-69.99972484727526,-69.99985844858831,-69.99954621074505,-69.99988448391709,-69.9999410950099,-69.99976914183901,-69.9999776109636,-69.99998971498498,-69.99995407208618
103,-114.85,-69.99972411144479,-69.99985819469582,-69.99954480609955,-69.99988410401392,-69.99994092061985,-69.99976813242806,-69.99997743802285,-69.99998960567424,-69.9999536142103
104,-114.8,-69.99972338250683,-69.99985794320202,-69.99954355942262,-69.9998837277549,-69.99994074817313,-69.999766917656,-69.99997727381484,-69.99998949554859,-69.99995322892532
105,-114.75,-69.99972266037665,-69.99985769407593,-69.99954232432147,-69.99988335508915,-69.99994057946539,-69.99976571453921,-69.99997710743686,-69.99998937968883,-69.99995293388771
106,-114.7,-69.99972194497147,-69.99985744728728,-69.99954152309556,-69.999882985967,-69.99994041631963,-69.99976452295734,-69.99997690875315,-69.99998926440894,-69.9999526415705
107,-114.65,-69.99972123621032,-69.99985720280655,-69.99954075941514,-69.99988262034007,-69.9999402549157,-69.99976334279141,-69.9999767114349,-69.99998917449518,-69.99995235193002
108,-114.6,-69.99972053401399,-69.99985692399284,-69.99954000284946,-69.99988225816112,-69.99994009238264,-69.9997621739238,-69.99997656934475,-69.99998906821308,-69.99995206492353
109,-114.55,-69.9997199392725,-69.99985660664436,-69.9995392533253,-69.99988188168906,-69.9999399137569,-69.99976101623821,-69.99997646704264,-69.99998898243233,-69.99995169372221
110,-114.5,-69.99971941376766,-69.99985640218446,-69.99953851077046,-69.99988140686503,-69.99993975218447,-69.99975986961965,-69.99997631703373,-69.99998890729465,-69.99995129759279
111,-114.45,-69.99971850475163,-69.99985619964608,-69.99953777511375,-69.99988093641225,-69.99993959230248,-69.99975873395445,-69.99997616214486,-69.99998883275762,-69.9999509367077
112,-114.4,-69.99971803651357,-69.9998559990097,-69.99953704628487,-69.99988047028592,-69.99993943407848,-69.99975760913021,-69.99997604179768,-69.99998875881357,-69.99995056225238
113,-114.35,-69.99971776677357,-69.999855782815,-69.99953632421446,-69.99988000844183,-69.99993927748093,-69.9997564950358,-69.99997593996149,-69.9999886698893,-69.99995018201835
114,-114.3,-69.99971736556897,-69.99985547852565,-69.99953560883408,-69.99987955083645,-69.99993912247903,-69.99975539156131,-69.99997583103533,-69.99998857474625,-69.99994982131642
115,-114.25,-69.99971684313014,-69.99985512415218,-69.99953490007614,-69.9998790974268,-69.99993896904284,-69.99975429859809,-69.99997563846327,-69.9999884801952,-69.9999494604085
116,-114.2,-69.9997164553001,-69.99985477300086,-69.99953419787393,-69.99987867154708,-69.99993881714317,-69.99975321603871,-69.99997546249153,-69.9999883862329,-69.99994918609163
117,-114.15,-69.99971607119025,-69.99985442503693,-69.99953315984237,-69.99987836717727,-69.99993866675158,-69.99975214377694,-69.99997533136361,-69.99998829285607,-69.99994891411009
118,-114.1,-69.99971569856412,-69.99985411929467,-69.99953203583718,-69.9998780656412,-69.99993851784036,-69.99975108170773,-69.99997520133901,-69.99998820006142,-69.99994864442897
119,-114.05,-69.9997153911053,-69.99985399403775,-69.999530922182,-69.99987776689844,-69.99993837038252,-69.9997500297272,-69.99997507240143,-69.99998810784562,-69.99994837701405
120,-114.0,-69.99971508654873,-69.99985386992012,-69.99952981877364,-69.99987747090954,-69.99993822435175,-69.9997489877326,-69.99997494453491,-69.99998801764757,-69.99994811183184
121,-113.95,-69.99971478484939,-69.99985374692764,-69.99952872551015,-69.99987717763587,-69.99993807972244,-69.99974795562237,-69.99997481772385,-69.9999879385135,-69.99994784884957
122,-113.9,-69.99971448596325,-69.99985359974404,-69.99952764229079,-69.99987688703968,-69.99993793646958,-69.99974693329604,-69.99997469195297,-69.99998785993299,-69.99994758803516
123,-113.85,-69.99971418984738,-69.99985334515722,-69.99952656901601,-69.99987659908403,-69.99993779456882,-69.99974592065428,-69.9999745672073,-69.99998778190067,-69.99994732935718
124,-113.8,-69.99971389645981,-69.99985309285415,-69.9995255055874,-69.99987630574162,-69.99993765399645,-69.99974491759882,-69.9999744434722,-69.9999877044113,-69.99994707278489
125,-113.75,-69.99971360575952,-69.9998528428109,-69.99952466988437,-69.99987592051649,-69.99993751472931,-69.9997439240325,-69.99997429674984,-69.99998762745965,-69.9999468182882
126,-113.7,-69.99971331770648,-69.99985259500387,-69.99952389629584,-69.99987553876242,-69.99993737674484,-69.99974293985923,-69.99997410886438,-69.99998755104058,-69.9999465658376
127,-113.65,-69.99971303226152,-69.99985234940984,-69.99952312960639,-69.99987516044487,-69.99993722407105,-69.99974196498397,-69.99997393687792,-69.999987475149,-69.99994631540429
128,-113.6,-69.99971274938639,-69.99985210600589,-69.99952236974377,-69.99987478552967,-69.99993706726734,-69.99974099931273,-69.99997373653514,-69.99998739371517,-69.99994606695999
129,-113.55,-69.99971246904367,-69.99985191930584,-69.99952161663681,-69.9998744139831,-69.99993691184585,-69.99974028032781,-69.99997358519637,-69.99998730910305,-69.99994582047707
130,-113.5,-69.9997121911968,-69.99985173705511,-69.99952087021535,-69.99987404577183,-69.99993675779119,-69.99973965877365,-69.99997347237922,-69.99998722502575,-69.99994557592842
131,-113.45,-69.99971176495598,-69.99985155641797,-69.99952013041022,-69.99987368086299,-69.99993660508827,-69.99973904266663,-69.99997332838909,-69.99998714147965,-69.99994533328757
132,-113.4,-69.99971128561279,-69.99985128177767,-69.99951939715325,-69.99987331922402,-69.99993645372221,-69.99973843194607,-69.99997317684924,-69.99998705846114,-69.99994508314965
133,-113.35,-69.99971081045793,-69.99985098066153,-69.99951824136222,-69.99987296082281,-69.99993630367838,-69.99973782655229,-69.99997304624056,-69.99998697596664,-69.99994472488494
134,-113.3,-69.99971033944176,-69.99985069033103,-69.99951708752944,-69.9998726056276,-69.9999361528133,-69.99973722642656,-69.9999728994126,-69.99998689399254,-69.99994436885251
135,-113.25,-69.9997098725156,-69.9998504616425,-69.99951594403991,-69.999872253607,-69.99993599664474,-69.9997366315111,-69.99997270316217,-69.99998682080401,-69.99994414071712
136,-113.2,-69.99970959623248,-69.99985023497177,-69.99951481079258,-69.99987190472997,-69.99993584184986,-69.99973604174902,-69.99997258504163,-69.99998675274662,-69.99994391708425
137,-113.15,-69.99970937816192,-69.99985001029862,-69.99951368768753,-69.99987155896586,-69.99993568841482,-69.99973545708434,-69.999972446438,-69.99998668515873,-69.99994369516192
138,-113.1,-69.99970916199918,-69.99984978760298,-69.99951257462595,-69.99987121628435,-69.99993553632595,-69.99973487746198,-69.99997230266396,-69.99998661803562,-69.99994347492697
139,-113.05,-69.99970894772467,-69.99984956686512,-69.99951147151017,-69.99987087665544,-69.99993538556974,-69.99973430282762,-69.99997218131497,-69.99998655137263,-69.99994323160456
140,-113.0,-69.99970873531913,-69.99984934806552,-69.99951051281388,-69.99987054004949,-69.99993523613287,-69.99973373312783,-69.99997206084034,-69.99998648516517,-69.99994293399541
141,-112.95,-69.99970852476353,-69.99984913118492,-69.99950978352886,-69.99987020643718,-69.99993508800219,-69.99973316830996,-69.99997195182026,-69.99998640822267,-69.99994263835818
142,-112.9,-69.9997083160391,-69.99984891620423,-69.9995090604845,-69.99986987578951,-69.99993494116468,-69.99973260832213,-69.99997182247323,-69.99998630813506,-69.99994230227686
143,-112.85,-69.999707920155,-69.99984870310469,-69.9995083436132,-69.99986954807783,-69.99993479560752,-69.99973205311326,-69.9999717045608,-69.99998620859097,-69.99994205292923
144,-112.8,-69.99970750825798,-69.99984849186771,-69.99950763284843,-69.99986922327375,-69.999934651318,-69.99973150263297,-69.9999715874828,-69.99998610958951,-69.99994176310295
145,-112.75,-69.99970709994052,-69.99984828247491,-69.99950692812467,-69.9998689013492,-69.99993450828363,-69.99973095683163,-69.9999714712297,-69.99998602561229,-69.99994147517944
146,-112.7,-69.9997068061129,-69.99984807490819,-69.999506308871,-69.99986858227646,-69.99993436649201,-69.9997304156603,-69.99997135824725,-69.99998596370772,-69.99994118914194
147,-112.65,-69.99970655579507,-69.99984786914959,-69.9995061016856,-69.99986826602806,-69.99993422593093,-69.99972987907076,-69.99997125436177,-69.99998591283672,-69.99994090497387
148,-112.6,-69.9997061103685,-69.99984766518142,-69.9995058963574,-69.99986795257682,-69.99993408658828,-69.99972934701546,-69.99997114714841,-69.99998586232908,-69.9999406226589
149,-112.55,-69.99970561479896,-69.99984746298614,-69.9995055348361,-69.9998676756686,-69.99993394845214,-69.9997288194475,-69.99997104685215,-69.99998581218038,-69.99994034218085
150,-112.5,-69.99970516077805,-69.99984726254647,-69.99950450123987,-69.99986740582054,-69.99993381151069,-69.99972829632064,-69.99997094726729,-69.9999857623863,-69.99994006352377
151,-112.45,-69.99970487563223,-69.99984706384528,-69.99950347690768,-69.99986713829581,-69.99993367575227,-69.99972777758929,-69.99997079052179,-69.99998569539791,-69.99993978667187
152,-112.4,-69.99970459277208,-69.99984684747088,-69.99950246175065,-69.99986687307165,-69.99993354116536,-69.99972726320843,-69.99997067979031,-69.99998560800934,-69.99993951160958
153,-112.35,-69.99970431216995,-69.9998466036985,-69.99950150026054,-69.9998666101256,-69.99993340773855,-69.99972675313369,-69.99997056981344,-69.9999855211253,-69.99993931882429
154,-112.3,-69.99970403379874,-69.99984636207957,-69.99950084711158,-69.99986634943541,-69.99993327546058,-69.99972624732128,-69.99997047067333,-69.99998543474368,-69.9999391485062
155,-112.25,-69.9997037576318,-69.99984612259342,-69.99950019939874,-69.99986609097911,-69.9999331443203,-69.99972574572801,-69.99997035209131,-69.99998537927297,-69.99993873539383
156,-112.2,-69.99970348364305,-69.99984588521968,-69.99949955706612,-69.99986583473499,-69.99993301430669,-69.99972524831124,-69.99997024593841,-69.99998533409017,-69.99993854740497
157,-112.15,-69.9997032118068,-69.99984564993815,-69.9994989200586,-69.99986558068159,-69.99993288540887,-69.9997247550289,-69.9999701733539,-69.99998528921962,-69.99993836598576
158,-112.1,-69.99970294209788,-69.99984541672886,-69.99949828832182,-69.99986532879767,-69.99993275761608,-69.99972426583945,-69.999970064603,-69.99998524465762,-69.99993818581952
159,-112.05,-69.99970267449159,-69.999845185572,-69.99949766180215,-69.99986507906226,-69.99993263091766,-69.99972378070191,-69.99996995561696,-69.99998519482055,-69.99993800689118
160,-112.0,-69.9997024089636,-69.999844956448,-69.99949704044667,-69.99986483145462,-69.99993250530306,-69.99972329957583,-69.9999698473492,-69.99998511133894,-69.99993782918597
161,-111.95,-69.99970214549006,-69.9998447293375,-69.99949642420317,-69.99986458595421,-69.9999323807619,-69.99972282242126,-69.9999697397926,-69.99998502834211,-69.9999376526894
162,-111.9,-69.99970188404755,-69.99984450422129,-69.99949581302013,-69.99986434254077,-69.99993225728386,-69.99972234919875,-69.99996963294014,-69.9999849458278,-69.99993747738728
163,-111.85,-69.99970162461307,-69.99984428108041,-69.99949520684672,-69.99986410119423,-69.99993213485874,-69.99972187986937,-69.99996952678488,-69.99998486379378,-69.99993730326571
164,-111.8,-69.99970136716395,-69.99984405989608,-69.99949460563276,-69.99986386189477,-69.99993201347648,-69.99972141439468,-69.99996945345235,-69.99998478855257,-69.99993704208845
165,-111.75,-69.99970111167798,-69.99984384064966,-69.99949400932873,-69.99986362462275,-69.99993189312711,-69.99972095273671,-69.9999693862997,-69.99998473874435,-69.99993676806844
166,-111.7,-69.99970085813332,-69.99984362332277,-69.99949341788574,-69.99986338935877,-69.99993177380077,-69.99972040559335,-69.9999692695394,-69.99998468723209,-69.99993649573327
167,-111.65,-69.9997006065085,-69.99984340789717,-69.99949283125554,-69.99986315608365,-69.9999316554877,-69.9997197857976,-69.99996914360503,-69.99998464009745,-69.99993622507067
168,-111.6,-69.99970035678238,-69.99984319435482,-69.99949224939049,-69.9998629247784,-69.9999315307807,-69.99971917160245,-69.99996901845103,-69.99998459125237,-69.99993595606846
169,-111.55,-69.99970010893422,-69.99984298267786,-69.99949167224355,-69.99986269542426,-69.99993139029274,-69.99971856295397,-69.99996890660863,-69.99998454272202,-69.99993575651146
170,-111.5,-69.9996998629436,-69.99984277284861,-69.99949109976828,-69.99986246800263,-69.99993125105507,-69.99971795979876,-69.99996880832708,-69.99998449450332,-69.99993556360253
171,-111.45,-69.99969961879046,-69.99984256484957,-69.99949053191882,-69.99986224249517,-69.9999311218951,-69.99971736208393,-69.99996871067356,-69.99998444659326,-69.99993531530728
172,-111.4,-69.99969937645504,-69.9998423586634,-69.9994899686499,-69.99986201888369,-69.99993101466144,-69.99971676975717,-69.99996861364207,-69.99998439898884,-69.99993504933401
173,-111.35,-69.99969913591795,-69.99984215427295,-69.99948940991676,-69.99986178490413,-69.99993090829884,-69.99971618276666,-69.9999685172267,-69.99998435168716,-69.99993478497953
174,-111.3,-69.99969889716007,-69.99984195166125,-69.99948885567525,-69.99986151625377,-69.99993080279891,-69.9997156010611,-69.99996842142167,-69.99998430468531,-69.9999345222323
175,-111.25,-69.99969866016261,-69.99984175081148,-69.99948830588175,-69.99986124998426,-69.99993069815342,-69.99971502458969,-69.99996832622122,-69.99998425798047,-69.99993430155378
176,-111.2,-69.99969842490707,-69.999841551707,-69.99948776049314,-69.99986098607299,-69.99993059435415,-69.99971445330218,-69.99996823161975,-69.99998421156984,-69.99993412565152
177,-111.15,-69.99969819137526,-69.99984135433131,-69.99948721946684,-69.99986072449752,-69.99993049139302,-69.99971388714877,-69.99996813761169,-69.99998416545066,-69.9999339508605
178,-111.1,-69.99969795954927,-69.9998411586681,-69.9994866827608,-69.99986046523568,-69.99993038926203,-69.99971332608018,-69.99996804419159,-69.99998411962022,-69.99993377716969
179,-111.05,-69.99969772941145,-69.99984096470124,-69.9994861503335,-69.9998602082655,-69.99993028795329,-69.99971277004764,-69.99996795135407,-69.99998407407587,-69.99993360456828
180,-111.0,-69.99969750094448,-69.99984077241473,-69.99948562214382,-69.99985995356523,-69.99993018745899,-69.99971221900283,-69.99996785909381,-69.99998402340299,-69.99993343304564
181,-110.95,-69.99969727413126,-69.99984058179271,-69.99948515018775,-69.99985970111332,-69.99993008777138,-69.99971167289793,-69.99996776740562,-69.99998396149131,-69.99993326259128
182,-110.9,-69.99969704895496,-69.99984039281954,-69.99948479070989,-69.99985945088845,-69.99992998888285,-69.9997111316856,-69.99996766416187,-69.99998389995204,-69.99993309319494
183,-110.85,-69.99969682539903,-69.99984020547967,-69.99948443414682,-69.9998592028695,-69.99992989078585,-69.99971059531896,-69.99996754034936,-69.99998383878261,-69.99993292484649
184,-110.8,-69.99969660344713,-69.99984001975776,-69.99948408047108,-69.99985895703557,-69.999929790231,-69.99971006375159,-69.999967447414,-69.99998377798049,-69.99993275753597
185,-110.75,-69.99969638308323,-69.99983983563857,-69.99948345897158,-69.9998587480748,-69.99992968860178,-69.99970953693756,-69.99996734061413,-69.99998371754313,-69.9999325912536
186,-110.7,-69.99969616429149,-69.99983965310705,-69.99948270834896,-69.99985856079354,-69.9999295878189,-69.99970901483135,-69.9999672340702,-69.99998365746802,-69.99993242598973
187,-110.65,-69.9996959470563,-69.99983947214828,-69.99948204012279,-69.9998583749843,-69.99992948787447,-69.99970849738796,-69.99996712817054,-69.99998359775267,-69.99993226173488
188,-110.6,-69.99969573136232,-69.9998392927475,-69.99948154441351,-69.99985819063326,-69.99992938876065,-69.99970798456276,-69.99996702291021,-69.9999835383946,-69.99993209847975
189,-110.55,-69.99969551719441,-69.99983911489007,-69.99948105259351,-69.99985800772673,-69.99992929046971,-69.99970747631161,-69.99996691828431,-69.99998347939135,-69.99993188701116
190,-110.5,-69.99969530453767,-69.99983893856151,-69.99948056462627,-69.99985782625119,-69.99992919299399,-69.9997069725908,-69.999966814288,-69.99998342074045,-69.99993163115718
191,-110.45,-69.99969509337737,-69.99983876374752,-69.99948008047572,-69.99985764619328,-69.9999290963259,-69.99970661255455,-69.99996671091647,-69.99998336243948,-69.99993150617391
192,-110.4,-69.99969488369905,-69.99983859043387,-69.99947960010617,-69.99985746753977,-69.99992900045794,-69.99970625771559,-69.99996660816495,-69.99998330448602,-69.99993138609449
193,-110.35,-69.99969467548841,-69.99983841860652,-69.99947912348239,-69.9998572902776,-69.99992890538266,-69.999705905485,-69.99996648060582,-69.99998324687769,-69.99993126671836
194,-110.3,-69.9996944687314,-69.99983824825155,-69.99947865056947,-69.99985711439385,-69.99992881109273,-69.99970555583829,-69.99996633810129,-69.9999831896121,-69.99993113943813
195,-110.25,-69.9996942181147,-69.99983807935517,-69.99947818133298,-69.99985693987573,-69.99992871758086,-69.99970520875125,-69.99996619642941,-69.99998313268686,-69.99993098293155
196,-110.2,-69.99969386931468,-69.99983791190375,-69.99947771573879,-69.99985676671062,-69.99992862483984,-69.99970486419998,-69.99996605558553,-69.99998307609965,-69.99993082735502
197,-110.15,-69.99969352354883,-69.9998377458838,-69.9994772537532,-69.99985659488603,-69.99992853286254,-69.99970452216091,-69.99996591556496,-69.99998301984813,-69.99993067270044
198,-110.1,-69.99969320345032,-69.9998375812819,-69.9994767953429,-69.99985642438958,-69.99992844164188,-69.99970418261071,-69.999965776363,-69.99998296392997,-69.99993051895981
199,-110.05,-69.99969302786572,-69.99983741808482,-69.9994763404749,-69.99985625520907,-69.99992835117091,-69.99970384552638,-69.999965637975,-69.99998290834287,-69.99993036612524
200,-110.0,-69.99969285361418,-69.99983725627945,-69.99947588911661,-69.9998560873324,-69.99992826006154,-69.99970351088517,-69.99996550039624,-69.99998285308456,-69.99993021418896
201,-109.95,-69.99969268068347,-69.99983715297645,-69.9994754412358,-69.99985592074765,-69.99992815604826,-69.99970317866463,-69.99996540174243,-69.99998279815276,-69.99993006314331
202,-109.9,-69.99969250906143,-69.99983705650673,-69.99947499680059,-69.99985575544297,-69.99992805293807,-69.99970284884257,-69.99996531063239,-69.99998274354522,-69.99992991298073
203,-109.85,-69.9996923387361,-69.99983696084092,-69.99947455577941,-69.99985559140666,-69.99992795072247,-69.99970252139708,-69.99996522005891,-69.9999826892597,-69.9999297636938
204,-109.8,-69.99969216969562,-69.99983686597157,-69.9994741181411,-69.99985542862716,-69.99992784939305,-69.9997021963065,-69.99996513001788,-69.99998263761375,-69.99992961527516
205,-109.75,-69.99969200192828,-69.99983677189132,-69.9994736838548,-69.99985526709304,-69.99992774894147,-69.99970187354944,-69.99996504050524,-69.99998258484432,-69.9999294677176
206,-109.7,-69.9996918354225,-69.99983667859289,-69.99947344501322,-69.99985510679298,-69.99992764935949,-69.99970155310476,-69.99996495151696,-69.99998253003595,-69.99992932101398
207,-109.65,-69.9996916701668,-69.99983658606907,-69.99947324382497,-69.99985494771578,-69.99992755063893,-69.99970123495156,-69.99996486304906,-69.99998247554952,-69.99992917515725
208,-109.6,-69.99969150614986,-69.99983649431267,-69.99947304400695,-69.99985478985036,-69.9999274527717,-69.9997009190692,-69.9999647750976,-69.99998242258515,-69.99992894097421
209,-109.55,-69.99969134336048,-69.99983640331666,-69.99947284554679,-69.99985463318576,-69.99992735574979,-69.9997006054373,-69.99996468765868,-69.99998237457625,-69.99992880012485
210,-109.5,-69.99969118178755,-69.99983631307401,-69.99947264843227,-69.99985447771115,-69.99992725956527,-69.99970029403568,-69.99996460072845,-69.99998231809292,-69.9999286052526
211,-109.45,-69.99969102142015,-69.9998362235778,-69.99947245265137,-69.9998543234158,-69.99992716421029,-69.99969998484441,-69.99996451430309,-69.99998226630488,-69.99992838945927
212,-109.4,-69.9996908622474,-69.99983613482114,-69.99947225819218,-69.99985417028911,-69.99992706967706,-69.99969967784381,-69.99996442837883,-69.99998221481944,-69.99992817492497
213,-109.35,-69.9996907042586,-69.99983604679723,-69.99947206504294,-69.99985401832056,-69.99992697595788,-69.9996993730144,-69.99996434295194,-69.99998217139394,-69.99992803825091
214,-109.3,-69.99969054744312,-69.99983595949932,-69.99947187319205,-69.99985386749977,-69.99992688304512,-69.99969907033692,-69.99996425801871,-69.9999821333971,-69.99992792889107
215,-109.25,-69.99969039179048,-69.99983587292077,-69.99947168262806,-69.99985371781646,-69.99992679093123,-69.99969876979236,-69.99996417357549,-69.99998209561754,-69.9999278201276
216,-109.2,-69.9996902372903,-69.99983578705498,-69.99947149333963,-69.99985356926047,-69.99992669960874,-69.99969847136191,-69.99996408961866,-69.9999820580536,-69.9999277119556
217,-109.15,-69.9996900839323,-69.99983570189538,-69.9994713053156,-69.99985342182171,-69.99992660907023,-69.99969817502698,-69.99996400614464,-69.99998202070364,-69.99992760437027
218,-109.1,-69.99968990924201,-69.9998356174355,-69.9994711185449,-69.99985327549024,-69.99992651930836,-69.99969788076918,-69.99996392314986,-69.99998198356603,-69.99992749736683
219,-109.05,-69.99968973476875,-69.99983553366893,-69.99947093301665,-69.99985313025621,-69.99992643031588,-69.99969758857031,-69.99996384063084,-69.99998194663917,-69.9999273909406
220,-109.0,-69.99968956144266,-69.99983545058933,-69.99947064417913,-69.99985298610984,-69.9999263420856,-69.99969729841241,-69.99996375858409,-69.99998190992146,-69.99992728458537
221,-108.95,-69.99968938925387,-69.99983536819042,-69.99947010762948,-69.99985284304151,-69.99992625461039,-69.9996970102777,-69.99996367700616,-69.99998187341133,-69.99992713528832
222,-108.9,-69.99968921819263,-69.99983528646595,-69.99946957572232,-69.99985270104165,-69.99992616788319,-69.9996967241486,-69.99996359589368,-69.99998183710723,-69.99992697415097
223,-108.85,-69.9996890482493,-69.99983520540977,-69.99946904841403,-69.9998525601008,-69.99992608189702,-69.99969644000774,-69.99996351524324,-69.99998180100762,-69.99992681393023
224,-108.8,-69.99968887941432,-69.99983512501576,-69.99946852566143,-69.99985242020962,-69.99992599664498,-69.9996961578379,-69.99996342263647,-69.999981765111,-69.99992665461947
225,-108.75,-69.99968871167833,-69.99983504527789,-69.99946800742175,-69.99985228135884,-69.99992591212019,-69.9996958776221,-69.99996335240016,-69.99998172941585,-69.99992649621211
226,-108.7,-69.999688545032,-69.99983496619016,-69.99946749365266,-69.99985214607598,-69.9999258283159,-69.99969559934351,-69.999963276031,-69.99998169392069,-69.99992633870164
227,-108.65,-69.99968837946614,-69.99983488774666,-69.99946698431222,-69.99985201382866,-69.99992574522538,-69.9996953229855,-69.9999631971957,-69.99998165862405,-69.9999261820816
228,-108.6,-69.99968821497167,-69.99983480994149,-69.99946647935893,-69.999851882481,-69.99992566284199,-69.99969504853159,-69.99996311880608,-69.99998162352449,-69.9999260263456
229,-108.55,-69.99968805153961,-69.99983473276886,-69.99946597875167,-69.99985175202535,-69.99992558115912,-69.99969477596554,-69.99996304085896,-69.99998158584374,-69.99992587148735
230,-108.5,-69.99968788916108,-69.99983465622302,-69.9994655508545,-69.99985162245413,-69.99992550017026,-69.99969450527121,-69.9999629633512,-69.99998154207348,-69.99992571750056
231,-108.45,-69.99968772782731,-69.99983458029824,-69.99946528599305,-69.99985149375986,-69.99992541986897,-69.99969423643269,-69.99996288627968,-69.99998149855281,-69.99992556437905
232,-108.4,-69.9996875675296,-69.9998345049889,-69.99946502326074,-69.99985136593513,-69.99992534024882,-69.99969396943422,-69.9999628096413,-69.99998145528001,-69.99992541211668
233,-108.35,-69.99968740825942,-69.99983443028938,-69.99946476263828,-69.99985123897258,-69.9999252613035,-69.9996937042602,-69.99996273343302,-69.99998141225338,-69.99992526070737
234,-108.3,-69.99968725000825,-69.99983435619417,-69.99946450410664,-69.99985111020135,-69.99992518302673,-69.9996934408952,-69.99996264502816,-69.99998136947121,-69.99992511014509
235,-108.25,-69.9996870927677,-69.99983428269778,-69.99946424764691,-69.99985095662325,-69.99992510541232,-69.99969317932397,-69.99996254680912,-69.99998132693185,-69.99992496042388
